weatherId,country,location,date,time,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,description,icon,stations
16,Australia,Melbourne,3/27/2011,6:00:00,19,12.7,14.8,19,12.7,14.8,11.2,79.7,0.17,100,8.33,rain,,,,18.4,185.1,1026.3,79.2,16.4,218.9,18.9,8,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"YMAV,95874099999,94866099999,94895599999,95866099999,94865099999,YMML,94864099999,94870099999"
17,Australia,Melbourne,3/18/2012,6:00:00,20.9,10.4,16.2,20.9,10.4,16.2,11.9,77.2,0.1,100,4.17,rain,,,,22.5,174.2,1023.9,53.9,17.1,248.6,21.3,8,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"YMAV,95874099999,94866099999,95867099999,94895599999,94865099999,YMML,94864099999,94870099999"
18,Australia,Melbourne,3/17/2013,6:00:00,17,10.4,13.5,17,10.4,13.5,7.4,68,8.655,100,12.5,rain,,,50,35.3,193.9,1022.6,79.7,15.4,257.2,22.3,9,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YMAV,95874099999,94866099999,95867099999,94895599999,95866099999,94865099999,YMML,94864099999,94870099999"
19,Australia,Melbourne,3/16/2014,6:00:00,19.6,11.9,15.2,19.6,11.9,15.2,6.7,58.8,0.406,100,8.33,rain,,,,36.8,299.2,1005.8,58.3,12.2,139.5,12.1,7,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"948,980,999,999,587,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
20,Australia,Melbourne,3/15/2015,5:00:00,18.7,13.7,15.6,18.7,13.7,15.6,9,65.7,1.925,100,8.33,rain,0,0,42.1,31.2,179,1016.5,66.6,11.3,228.6,19.8,9,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"958,740,999,999,486,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
21,Australia,Melbourne,3/20/2016,5:00:00,22.3,10.3,16.6,22.3,10.3,16.6,8.5,61.1,0.178,100,4.17,rain,0,0,37.8,15,143.6,1019.6,33.6,10,232.5,20.1,8,,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"958,740,999,999,486,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
22,Australia,Melbourne,3/26/2017,5:00:00,24.9,19.3,21.2,24.9,19.3,21.2,17.2,78.3,0,0,0,,0,0,23.4,13.1,198.6,1013.4,63.3,10,156.5,13.4,6,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"958,740,999,999,486,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
23,Australia,Melbourne,3/25/2018,5:10:00,24.7,12.1,21,24.7,12.1,21,11.4,56.8,1.069,100,8.33,rain,0,0,73.8,25.2,324.9,1000.8,74,9.9,190.5,16.6,8,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,D6954,94866099999,95936099999,C8667,95866099999,94865099999,94864099999"
24,Australia,Melbourne,3/17/2019,5:10:00,25,15.6,19.8,25,15.6,19.8,16.2,81.4,0,0,0,,0,0,33.1,15.2,213.4,1017.4,23.6,9.6,232.7,20.1,8,,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
25,Australia,Melbourne,4/10/2022,5:00:00,26.5,16.6,21.3,26.5,16.6,21.3,13.7,63.4,0,0,0,,0,0,46.1,24.3,354.1,1017,44.7,12.8,177.7,15.3,7,10,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95936099999,95866099999,94865099999,F0862,94864099999"
26,Australia,Melbourne,4/2/2023,5:00:00,18.1,8.5,13.6,18.1,8.5,13.6,7.7,68.7,0,0,0,rain,0,0,18.4,12.6,159.3,1020.5,17.8,17.4,209,18.7,7,10,Clear,Clear conditions throughout the day.,clear-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
27,Australia,Melbourne,3/24/2024,4:00:00,21.7,11.9,16.2,21.7,11.9,16.2,8.3,60.3,0.024,100,4.17,rain,0,0,19.1,13.4,237.1,1022.9,27.2,16,164.9,14.1,8,10,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C9254,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
28,Malaysia,Kuala Lumpur,10/17/1999,\N,32.1,25.1,27.9,37.9,25.1,31,23.9,79.9,0.1,100,4.17,rain,,0,,14.8,299.5,,90,10.9,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,48647099999
29,Malaysia,Kuala Lumpur,10/22/2000,\N,33.2,25.5,28.5,38.1,25.5,31.7,24.3,79.3,7.9,100,4.17,rain,,,,18.6,307,1008.3,90.6,11.3,,,,,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"4,864,709,999,948,640,000,000"
30,Malaysia,Kuala Lumpur,3/18/2001,\N,32.6,24.6,27.8,39.4,24.6,30.6,24.1,81.4,17.7,100,8.33,rain,,,,18.4,320.3,1008.8,90,11.1,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"4,864,709,999,948,640,000,000"
31,Malaysia,Kuala Lumpur,3/17/2002,\N,34.2,25.8,29,40.1,25.8,33,24.6,78.7,0,0,0,,,,,15.7,207.9,1009.1,90,5.7,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,864,709,999,948,640,000,000"
32,Malaysia,Kuala Lumpur,3/23/2003,\N,34.6,25,29.5,40.7,25,33.3,24.2,75.2,0,0,0,,,,,18.4,68.3,1009.6,90,10.2,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,864,709,999,948,640,000,000"
33,Malaysia,Kuala Lumpur,3/21/2004,\N,34.1,25.1,29.1,43,25.1,33,24.4,76.8,0,0,0,,,,,20.5,303,1007.5,90,10.8,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,864,709,999,948,640,000,000"
34,Malaysia,Kuala Lumpur,3/20/2005,15:00:00,35.1,25.9,29.8,39.5,25.9,32.7,22.4,66.6,0,0,0,,,,,16.6,342.2,1008.8,90,7.8,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,48650099999
35,Malaysia,Kuala Lumpur,3/19/2006,15:00:00,32.1,24.1,27.8,36.9,24.1,29.9,23,76.1,56.2,100,8.33,rain,,,,22.3,14.2,1007.6,90,9.9,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,48650099999
36,Malaysia,Kuala Lumpur,4/8/2007,7:00:00,33.1,24,28.6,40.6,24,32.1,24.1,78,0,0,0,,,,,15.5,243.5,1009.3,90,11,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,864,709,999,948,650,000,000"
37,Malaysia,Kuala Lumpur,3/23/2008,7:00:00,31.9,23.2,26.6,37.7,23.2,28.6,23.4,83.9,6.277,100,4.17,rain,,,,13.9,277.4,1008.7,91.1,8.5,,,,,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"4,864,709,999,948,650,000,000"
38,Malaysia,Kuala Lumpur,4/5/2009,9:00:00,32.1,24.2,26.6,38.3,24.2,28.2,23.7,84.8,27.317,100,12.5,rain,,,,14.8,296.6,1009.1,91.5,9.8,,,,,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"4,864,709,999,948,650,000,000"
39,Malaysia,Kuala Lumpur,4/4/2010,8:00:00,34.7,25,29.4,43,25,33.4,24.3,75.7,0,0,0,,,,,15.9,134.1,1010,89,9.6,205,17.6,7,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
40,Malaysia,Kuala Lumpur,4/10/2011,8:00:00,30,26,27.4,36.2,26,30.9,25.3,88.6,25.673,100,12.5,rain,,,,10.7,251.3,1011.3,90.6,7.2,76.1,6.6,3,,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
41,Malaysia,Kuala Lumpur,3/25/2012,8:00:00,32,25.9,29,40.6,25.9,34.3,25.3,81.1,0.348,100,4.17,rain,,,,16.6,286.1,1010.5,89,9.4,68.5,5.8,2,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
42,Malaysia,Kuala Lumpur,3/24/2013,8:00:00,32,25.1,27.7,41.7,25.1,30.9,25.5,87.9,22.19,100,8.33,rain,,,,12.1,339.2,1008.6,89.7,8.4,203.2,17.7,7,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
43,Malaysia,Kuala Lumpur,3/30/2014,8:00:00,34.7,24,28.2,41.4,24,31.1,23.9,79.4,4.62,100,8.33,rain,,,,17.3,153.6,1008.4,88.6,9.5,253.1,21.7,9,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
44,Malaysia,Kuala Lumpur,3/29/2015,7:00:00,35,24.2,28.2,41.7,24.2,30.6,23.8,79,0,0,0,,0,0,27.7,21.1,221,1009.7,89.4,8.6,248.1,21.2,9,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
45,Malaysia,Kuala Lumpur,10/2/2016,7:00:00,34,25,29,39.2,25,31.9,23.3,73.1,0.177,100,4.17,rain,0,0,42.5,20.1,306.1,1009.9,89,9.4,273.3,23.6,10,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
46,Malaysia,Kuala Lumpur,10/1/2017,7:00:00,30.9,25.1,27.8,36.4,25.1,30.3,23.9,80.4,0,0,0,,0,0,26.3,12.3,303.5,1010.9,57.3,10,207.8,17.9,8,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
47,Bahrain,Sakhir,4/4/2004,\N,30.8,23.4,25.3,30,23.4,25.3,18.4,67.3,,0,0,,,,,33.2,96.7,1009.7,90.5,11.3,,,,,Overcast,Cloudy skies throughout the day.,cloudy,"404,170,999,994,115,000,000,000,000,000,000"
48,Bahrain,Sakhir,4/3/2005,14:30:00,38,25.1,29.5,35.8,25.1,29,13.9,42.5,,0,0,,,,,26.3,206,1009.1,13.4,11.1,,,,,Clear,Clear conditions throughout the day.,clear-day,"4,115,009,999,940,410,000,000"
49,Bahrain,Sakhir,3/12/2006,14:30:00,21.2,17.7,19.1,21.2,17.7,19.1,8.1,49.2,,0,0,,,,,37,346.8,1014.4,4.9,11.7,,,,,Clear,Clear conditions throughout the day.,clear-day,"4,115,009,999,940,410,000,000"
50,Bahrain,Sakhir,4/15/2007,11:30:00,27.2,23,24.8,26.9,23,24.7,12.8,48.4,,0,0,,,,,31.3,8.8,1013.9,20.4,6.1,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,115,009,999,940,410,000,000"
51,Bahrain,Sakhir,4/6/2008,11:30:00,28.2,22.9,25.1,27.4,22.9,25,13.2,48,,0,0,,,,,33.2,331.1,1012,17.4,7.4,,,,,Clear,Clear conditions throughout the day.,clear-day,"404,170,999,994,115,000,000,000,000,000,000"
52,Bahrain,Sakhir,4/26/2009,12:00:00,42.1,27.2,31.4,39.9,28.9,31.4,14,41.4,,0,0,,,,,27.5,141.3,1008,7.2,9.4,,,,,Clear,Clear conditions throughout the day.,clear-day,"4,115,009,999,940,410,000,000"
53,Bahrain,Sakhir,3/14/2010,12:00:00,35,17.7,26.6,32.5,17.7,26.2,12.5,46.1,0,0,0,,,,,16.3,159.2,1013.8,2.7,10.5,293.1,25.4,10,,Clear,Clear conditions throughout the day.,clear-day,"OEDR,41150099999,40416099999,OBBI"
54,Bahrain,Sakhir,4/22/2012,12:00:00,28.1,22.9,25.4,27.2,22.9,25.2,12.2,44.6,0,0,0,,,,,39.9,319.1,1009.9,22.6,9.3,221.3,19.2,8,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OEDR,41150099999,40416099999,OBBI"
55,Bahrain,Sakhir,4/21/2013,12:00:00,32.2,24.9,27.6,31.3,24.9,27.3,13.1,42.3,0,0,0,,,,,38.7,323.5,1004.4,17.4,10.2,280.2,24.3,9,,Clear,Clear conditions throughout the day.,clear-day,"OEDR,41150099999,40416099999,41160099999,OEDF,OBBI"
56,Bahrain,Sakhir,4/6/2014,15:00:00,26.1,20.8,23.2,26.1,20.8,23.2,10.7,45.9,0,0,0,,,,,31.5,318.7,1018.2,0,11.8,323.2,27.9,10,,Clear,Clear conditions throughout the day.,clear-day,"OEDR,41150099999,40416099999,OBBI"
57,Bahrain,Sakhir,4/19/2015,15:00:00,28.3,23.8,25.4,27.7,23.8,25.3,13.6,48.4,0,0,0,,0,0,42.1,40.4,318.2,1012.2,0,9.8,316.1,27.3,10,,Clear,Clear conditions throughout the day.,clear-day,"OEDR,41150099999,40416099999,OBBI"
58,Bahrain,Sakhir,4/3/2016,15:00:00,26.1,17.8,21.7,26.1,17.8,21.7,7.1,44.4,0,0,0,,0,0,20.2,19.1,306.8,1017.3,29.4,10.6,290.1,25,10,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OEDR,41150099999,40416099999,41160099999,OEDF,OBBI"
59,Bahrain,Sakhir,4/16/2017,15:00:00,29.1,25,26.7,30.4,25,27.4,18.9,62.5,0,0,0,,0,0,57.6,40.9,325,1008.8,42.1,9.5,289.5,25.1,9,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OEDR,41150099999,40416099999,OBBI"
60,Bahrain,Sakhir,4/8/2018,15:10:00,28.1,24,26.1,28.9,24,26.3,18.1,61.9,0.3,100,8.33,rain,0,0,26.3,17.9,2.9,1010.9,25.9,7.1,249.6,21.6,9,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"OEDR,41150099999,40416099999,OBBI"
61,Bahrain,Sakhir,3/31/2019,15:10:00,26.9,21,24,27.4,21,24,17.6,67.8,0,0,0,,0,0,59.8,40.6,86.5,1008.4,42.9,10.2,255.4,22.2,9,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OEDR,41150099999,40416099999,OBBI"
62,Bahrain,Sakhir,11/29/2020,14:10:00,28.1,23.6,25,28.9,23.6,25.1,18.5,67.9,0.2,100,8.33,rain,0,0,31.7,19.1,138,1016.4,32.4,10.6,137.8,11.8,5,,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"OEDR,41150099999,40416099999,OBBI"
63,Bahrain,Sakhir,12/6/2020,17:10:00,27,19.9,23.7,27.7,19.9,23.7,17.9,71.5,0.6,100,16.67,rain,0,0,44.6,35,263.2,1012.1,39.4,8.3,141.9,12.3,5,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"OEDR,41150099999,40416099999,41160099999,OEDF,OBBI"
64,Bahrain,Sakhir,3/28/2021,15:00:00,23.8,20,21.8,23.8,20,21.8,11.7,52.8,0,0,0,,0,0,65.5,49.7,328.6,1015.5,0,9.5,281.1,24.5,9,,Clear,Clear conditions throughout the day.,wind,"OEDR,41150099999,40416099999,OBBI"
65,Bahrain,Sakhir,3/20/2022,15:00:00,25.2,16.4,21.2,25.2,16.4,21.2,8.8,47.2,0,0,0,,0,0,35.3,33.2,312.6,1012.6,0.8,11.5,280.6,24.1,9,10,Clear,Clear conditions throughout the day.,clear-day,"OEDR,41150099999,40416099999,WLPI,OBBI"
66,Bahrain,Sakhir,3/5/2023,15:00:00,29.1,20.9,25.3,27.8,20.9,24.9,9.4,38.7,0,0,0,,0,0,21.6,14.6,154.8,1018.8,1.5,10.9,244,21.1,8,10,Clear,Clear conditions throughout the day.,clear-day,"OEDR,41150099999,40416099999,OBBI"
67,Bahrain,Sakhir,3/2/2024,15:00:00,20.1,15.8,17.7,20.1,15.8,17.7,6.1,47.3,0,0,0,,0,0,25.9,20.3,328,1018.8,79.9,11.2,229.1,19.7,8,10,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OEDR,41150099999,40416099999,OBBI"
68,Spain,Montmeló,9/29/1991,\N,19,13.9,15.9,19,13.9,15.9,11.1,73.6,1.65,100,8.33,rain,,,,24.4,225.8,998.5,69.4,14,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"818,409,999,908,181,000,000"
69,Spain,Montmeló,5/3/1992,\N,13.3,7.3,11.2,13.3,4.3,10.8,8.6,84.3,3.067,100,8.33,rain,,10,,20,7.8,1014.1,89.8,9,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"81,820,999,990,818,400,000,000,000,000,000"
70,Spain,Montmeló,5/9/1993,\N,21.3,12.8,17.2,21.3,12.8,17.2,14.2,83.3,0,0,0,,,,,22.9,94,1014,49.4,7.4,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
71,Spain,Montmeló,5/29/1994,\N,22.7,15.1,18.7,22.7,15.1,18.7,15.3,81.6,0,0,0,,,,,16.7,81.8,1015.2,59.7,7,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
72,Spain,Montmeló,5/14/1995,\N,17.3,7.7,13.5,17.3,5.5,13.2,2.3,47.9,0,0,0,,,,,18.4,258.9,1018.4,30,10.1,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
73,Spain,Montmeló,6/2/1996,\N,17.8,12.1,15.6,17.8,12.1,15.6,15,95.8,0,0,0,,,,,21.6,76,1015.5,94.6,6,,,,,Overcast,Cloudy skies throughout the day.,cloudy,"818,409,999,908,181,000,000"
74,Spain,Montmeló,5/25/1997,\N,23.3,16.1,20,23.3,16.1,20,13.2,65.9,0,0,0,,,,,39.2,46.9,1016.3,74.3,10.9,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
75,Spain,Montmeló,5/10/1998,\N,25.1,12.7,17.6,25.1,12.7,17.6,11.8,71.9,0,0,0,,,,,22.3,64.3,1019.9,59.7,10.4,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
76,Spain,Montmeló,5/30/1999,\N,28.1,17.4,20.8,28.9,17.4,20.8,17.7,83.2,0,0,0,,,,,22.3,57.6,1016.4,78.6,6.3,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
77,Spain,Montmeló,5/7/2000,\N,22,14.5,17.1,22,14.5,17.1,13.6,80.5,0,0,0,,,,,21.4,80.6,1012.7,73.2,8,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
78,Spain,Montmeló,4/29/2001,\N,21.1,10.6,14.7,21.1,10.6,14.7,10.4,75.9,0,0,0,,,,,37.1,204.6,1011.9,69.8,10.8,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
79,Spain,Montmeló,4/28/2002,\N,19.1,9.8,14.6,19.1,9.8,14.6,11.6,82.5,0,0,0,,,,,22.3,215.4,1013.3,73.3,8.1,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
80,Spain,Montmeló,5/4/2003,\N,23.4,11.1,17.9,23.4,11.1,17.9,11.6,70.1,0,0,0,,,,,19.7,74.3,1018.6,36.7,10.5,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
81,Spain,Montmeló,5/9/2004,\N,18.1,9.5,14.3,18.1,8.3,14.2,9.7,75.2,0,0,0,,,,,24.1,221.2,1012.4,43.2,13.9,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
82,Spain,Montmeló,5/8/2005,14:00:00,21,12.6,17.2,21,12.6,17.2,11,67.3,0,0,0,,,,,20.5,116.4,1013.4,28.5,14.1,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
83,Spain,Montmeló,5/14/2006,14:00:00,24.7,13.8,19.5,24.7,13.8,19.5,11.6,62,0,0,0,,,,,23.2,216.2,1021,60.3,22.2,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
84,Spain,Montmeló,5/13/2007,12:00:00,26.3,11.8,19.8,26.3,11.8,19.8,11,59.9,0,0,0,,,,,20.4,210.6,1010.9,16.6,10.8,,,,,Clear,Clear conditions throughout the day.,clear-day,"81,840,999,990,818,100,000,000,000,000,000"
85,Spain,Montmeló,4/27/2008,12:00:00,20,8.6,15.4,20,8.6,15.4,8.8,67.1,0,0,0,,,,,18.4,110.4,1021.8,51.7,10.9,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"81,840,999,990,818,100,000,000,000,000,000"
86,Spain,Montmeló,5/10/2009,12:00:00,20.1,15.2,17.7,20.1,15.2,17.7,13.9,78.7,0.23,100,4.17,rain,,,,16.3,92.1,1015.5,56.9,8.7,,,,,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"81,840,999,990,818,100,000,000,000,000,000"
87,Spain,Montmeló,5/9/2010,12:00:00,19.9,9.5,15.2,19.9,9.5,15.2,10.9,76.5,1.08,100,4.17,rain,,,57.2,16.2,210.2,1007.4,47.3,9.9,299.3,25.9,9,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999"
